gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
2010001K21Rik	5	8	0	0	0	4	3
2010001M07Rik	0	0	0	1	0	0	0
2010003K11Rik	2	0	0	0	0	0	0
2010007H06Rik	11	12	7	6	2	1	2
2010009K17Rik	0	0	20	8	3	3	0
2010013B24Rik	3	0	25	30	2	2	2
2010016I18Rik	1	10	0	0	0	5	0
2010103J01Rik	0	0	1	0	0	0	0
2010106C02Rik	0	0	0	1	0	0	0
2010106E10Rik	0	0	1	0	0	0	0
2010106G04Rik	0	0	0	0	0	0	0
2010109A12Rik	31	5	77	94	8	1	2
2010110E17Rik	0	0	0	2	1	0	0
2010110G14Rik	0	0	4	4	0	1	0
2010110K18Rik	8	2	3	8	0	0	2
2010203P06Rik	0	0	0	0	0	0	0
2010204K13Rik	404	28	0	0	0	10	25
2010300C02Rik	56	24	88	14	3	0	0
2010308F09Rik	2	0	7	3	0	1	1
2010309G21Rik	0	0	0	2	8	0	0
2010310C07Rik	4	2	191	184	40	2	0
2010315B03Rik	155	46	83	129	56	28	27
2010320M18Rik	768	71	226	275	33	44	41
2010320O07Rik	1	0	0	0	0	0	0
2200002D01Rik	2315	123	527	335	33	83	168
2200002J24Rik	4	0	0	0	1	0	0
2210010C04Rik	4060	24	33	9	2193	0	0
2210011C24Rik	13	0	4	2	0	0	0
2210011K15Rik	2	0	0	5	0	0	0
2210016F16Rik	1124	144	558	721	115	118	82
2210016L21Rik	1437	175	501	645	172	82	78
2210017I01Rik	0	0	0	0	0	0	0
2210020O09Rik	1	0	0	0	0	0	0
2210039B01Rik	0	2	5	4	0	0	1
2210404E10Rik	0	0	0	0	0	0	0
2210406O10Rik	5	1	7	12	4	0	0
2210407C18Rik	4	0	8	0	0	0	0
2210408F21Rik	227	26	0	0	0	88	66
2210408I21Rik	185	27	1213	1118	284	56	79
2210409D07Rik	0	0	0	0	0	0	0
2210411M09Rik	2	0	0	1	0	0	0
2210414B05Rik	0	0	1	2	3	0	0
2210414F02Rik	0	0	0	0	0	0	0
2210417A02Rik	6	0	2	1	0	0	0
2210418O10Rik	1	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0
2300009A05Rik	700	79	311	320	65	34	26
2310001H17Rik	81	33	66	123	25	49	12
2310001K24Rik	1	1	4	2	0	0	0
2310002D06Rik	0	0	8	7	6	0	0
2310002F09Rik	0	0	0	0	0	0	1
2310002L09Rik	0	0	0	1	0	0	0
2310003L06Rik	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	1	0	0	0
2310008N11Rik	1	1	0	4	0	0	0
2310009A05Rik	1574	155	0	0	0	0	0
2310009B15Rik	1076	118	464	615	114	86	90
2310010J17Rik	545	69	0	0	0	47	39
2310011J03Rik	1112	127	330	499	85	71	74
2310014F06Rik	17	4	0	0	0	34	19
2310015A10Rik	141	29	0	0	0	17	23
2310015A16Rik	0	0	0	0	0	0	0
2310015D24Rik	0	0	0	2	0	0	0
2310015K22Rik	0	0	0	1	0	0	0
2310016D03Rik	0	0	0	0	0	0	0
2310016D23Rik	0	0	9	5	1	1	0
2310016G11Rik	0	0	1	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0
2310022A10Rik	145	18	87	111	24	25	14
2310022B05Rik	988	148	960	792	211	68	63
2310026I22Rik	0	0	0	1	0	0	0
2310026L22Rik	2	0	4	4	0	0	0
2310030A07Rik	0	0	3	1	0	0	0
2310030G06Rik	267	42	205	57	16	34	47
2310033P09Rik	623	81	263	339	86	61	30
2310034C09Rik	0	0	0	0	0	0	0
2310034G01Rik	77	5	19	20	4	0	2
2310034O05Rik	0	0	2	2	1	0	0
2310039H08Rik	2033	122	599	863	103	82	95
2310039L15Rik	1	1	3	8	2	1	0
2310040G24Rik	36	1	20	41	5	4	3
2310043L19Rik	2	0	0	0	0	0	0
2310043M15Rik	2	0	4	2	1	0	0
2310043O21Rik	0	0	1	2	0	0	0
2310044K18Rik	0	0	2	0	0	0	0
2310046K23Rik	0	0	0	0	0	0	0
2310047D07Rik	1	1	1	4	0	2	1
2310050C09Rik	0	0	0	0	0	0	0
2310057J18Rik	10	2	17	1	0	6	0
2310057M21Rik	175	27	145	190	50	26	14
2310057N15Rik	0	0	0	0	0	0	0
2310058D17Rik	13	0	0	0	0	8	5
2310061I04Rik	245	42	105	169	36	17	9
2310061N02Rik	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	1
2310067P03Rik	1	0	1	0	6	0	0
2310068J16Rik	45	1	30	27	0	1	3
2310069B03Rik	1	0	0	2	0	0	0
2310074N15Rik	5	0	2	1	1	1	0
2310075C17Rik	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0
2310081O03Rik	1	1	0	0	0	0	0
2400006E01Rik	1	0	0	0	0	0	0
2410002F23Rik	678	92	272	370	53	34	42
2410003I16Rik	0	0	0	0	0	0	0
2410003L11Rik	3	0	0	0	0	0	0
2410004B18Rik	553	91	350	513	101	45	62
2410004I01Rik	10	1	3	4	3	0	0
2410004P03Rik	4	1	3	6	0	1	0
2410006H16Rik	6181	653	0	0	0	365	358
2410012E07Rik	0	0	0	0	0	0	0
2410017I17Rik	0	0	3	2	3	0	0
2410018L13Rik	71	20	108	68	86	16	18
2410021H03Rik	3	0	0	0	0	0	0
2410022M11Rik	223	30	0	0	0	20	10
2410080I02Rik	82	7	42	85	16	2	0
2410124H12Rik	3	0	0	0	0	0	0
2410131K14Rik	185	28	94	117	24	0	0
2410137M14Rik	0	0	0	1	0	0	0
2410141K09Rik	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0
2500002B13Rik	64	9	0	0	0	6	9
2500004C02Rik	41	12	0	0	0	6	4
2510002D24Rik	487	86	190	223	56	64	33
2510009E07Rik	774	142	533	852	292	61	35
2510017J16Rik	56	15	29	43	10	3	4
2510039O18Rik	605	80	393	477	89	68	61
2510046G10Rik	94	8	30	46	7	4	5
2600002D14Rik	6	1	0	0	0	0	0
2600006K01Rik	95	5	31	48	12	5	5
2600014E21Rik	170	3	162	351	44	2	3
2610001J05Rik	990	205	494	738	128	0	0
2610002M06Rik	505	70	245	298	106	0	0
2610008E11Rik	298	59	192	224	113	45	26
2610016A17Rik	2	0	8	21	1	0	0
2610020C07Rik	55	10	271	233	26	25	32
2610021A01Rik	45	21	62	86	38	14	7
2610027F03Rik	0	0	1	12	0	0	0
2610027K06Rik	23	1	0	0	0	5	5
2610028E06Rik	2	0	0	0	1	0	0
2610028H24Rik	0	0	0	0	0	0	0
2610035D17Rik	41	24	471	534	153	72	47
2610035F20Rik	0	0	0	0	0	0	0
2610037D02Rik	232	59	449	491	164	66	36
2610042L04Rik	1	0	0	1	0	0	0
2610044O15Rik8	229	36	107	127	41	22	15
2610203C22Rik	33	1	0	0	0	14	4
2610204G07Rik	5	0	8	4	1	0	0
2610206C17Rik	0	0	12	9	4	1	1
2610300M13Rik	12	0	3	3	2	0	1
2610301B20Rik	312	61	230	249	76	0	0
2610303G11Rik	0	0	0	0	0	0	0
2610306M01Rik	133	23	0	0	0	9	11
2610307P16Rik	65	10	0	0	0	105	144
2610316D01Rik	3	0	0	0	0	0	0
2610318M16Rik	0	0	0	0	0	0	0
2610318N02Rik	21	6	9	5	1	4	1
2610507B11Rik	1512	301	1063	1347	319	0	0
2610507I01Rik	97	13	0	0	0	17	11
2610528A11Rik	106	0	49	26	1	0	0
2610528J11Rik	1	1	0	1	0	0	1
2700033N17Rik	267	32	131	85	16	9	12
2700038G22Rik	58	12	87	115	12	9	4
2700046A07Rik	0	0	1	2	0	0	0
2700046G09Rik	125	10	39	44	4	0	0
2700049A03Rik	171	34	264	298	88	41	41
2700054A10Rik	3	2	0	0	0	2	7
2700062C07Rik	464	53	194	236	44	43	45
2700068H02Rik	0	0	0	0	0	0	0
2700069I18Rik	26	3	22	52	11	4	18
2700081O15Rik	981	98	295	401	154	0	0
2700089I24Rik	0	0	7	8	0	0	0
2700097O09Rik	113	36	118	141	55	29	25
2810001G20Rik	297	49	126	190	34	21	15
2810002D19Rik	120	25	0	0	0	10	9
2810004N23Rik	1671	144	554	848	191	101	88
2810006K23Rik	298	53	126	227	70	0	0
2810013P06Rik	293	38	0	0	0	17	11
2810021J22Rik	69	16	45	43	23	9	9
2810029C07Rik	7	1	0	0	0	1	0
2810030D12Rik	1	0	0	0	0	0	0
2810032G03Rik	10	5	21	14	5	4	0
2810049E08Rik	0	0	0	1	0	0	0
2810402E24Rik	321	35	99	135	15	12	16
2810403D21Rik	165	45	0	0	0	36	31
2810403G07Rik	13	2	3	0	0	0	1
2810404F17Rik	0	0	0	0	0	0	0
2810404M03Rik	1	0	0	7	0	1	1
2810405F17Rik	41	14	20	28	17	4	9
2810407A14Rik	5	0	78	50	7	2	3
2810408A11Rik	52	4	24	16	2	0	8
2810408I11Rik	129	6	0	0	0	6	20
2810410L24Rik	22	5	0	0	0	0	0
2810414N06Rik	14	1	5	13	3	1	0
2810429I04Rik	7	1	13	3	0	1	7
2810430I11Rik	29	8	0	0	0	4	4
2810432F15Rik	0	0	3	3	1	0	1
2810433D01Rik	183	12	70	55	10	2	2
2810442N19Rik	1	0	3	0	0	0	0
2810454H06Rik	80	9	65	49	22	4	3
2810455O05Rik	13	2	11	11	0	1	2
2810457G06Rik	135	4	52	54	4	3	5
2810459M11Rik	1	1	1	8	0	0	0
2810468N07Rik	59	7	0	0	0	0	0
2810471M01Rik	1	0	0	1	0	0	0
2900005J15Rik	76	28	0	0	0	24	9
2900009J06Rik	47	1	13	24	4	2	3
2900026A02Rik	867	63	645	655	193	39	25
2900040C04Rik	0	0	0	0	0	0	0
2900041M22Rik	59	17	0	0	0	1	2
2900042K21Rik	7	2	0	0	0	0	0
2900045O20Rik	1	0	1	1	0	0	1
2900052L18Rik	49	16	0	0	0	2	1
2900052N01Rik	0	0	1	1	0	0	0
2900057B20Rik	3	0	0	0	0	0	0
2900060B14Rik	171	9	53	63	19	8	3
2900060N12Rik	2	1	0	0	0	0	0
2900072N19Rik	1	0	0	1	0	0	0
2900076A07Rik	90	23	50	77	29	25	12
2900079G21Rik	1	0	0	0	0	1	0
2900089D17Rik	58	52	185	124	50	21	24
2900092C05Rik	0	0	4	12	3	0	0
2900093K20Rik	119	19	51	70	22	5	9
2900097C17Rik	3485	488	1828	2302	621	0	0
3010001F23Rik	33	3	0	0	0	3	3
3010003L21Rik	143	4	48	38	4	8	6
3100003L05Rik	6	2	3	4	0	0	2
3110001I22Rik	44	6	31	40	10	0	0
3110004A20Rik	0	0	0	0	0	0	0
3110006O06Rik	3	1	12	8	2	0	0
3110009E18Rik	92	21	49	100	40	18	14
3110009F21Rik	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0
3110018I06Rik	0	0	0	0	0	0	0
3110021N24Rik	36	15	50	41	23	0	0
3110039M20Rik	145	11	24	8	0	0	2
3110040M04Rik	0	0	0	0	0	0	0
3110040N11Rik	482	49	219	295	51	55	52
3110045C21Rik	28	3	10	15	3	1	0
3110056K07Rik	137	29	0	0	0	33	15
3110070M22Rik	61	6	16	15	3	2	3
3110082I17Rik	282	26	242	306	73	52	43
3110082J24Rik	25	1	5	3	1	1	0
3110083C13Rik	9	2	0	0	0	0	0
3110099E03Rik	1	0	0	0	0	0	0
3200001D21Rik	1	0	2	2	1	0	1
3222401L13Rik	161	30	54	104	29	15	10
3300002A11Rik	0	0	5	9	1	6	0
3300002I08Rik	63	7	200	233	108	27	35
3300002P13Rik	0	0	0	1	0	0	0
3300005D01Rik	329	10	120	52	5	15	47
3425401B19Rik	4	0	4	3	1	0	1
3632454L22Rik	1	0	0	0	0	1	0
3830403N18Rik	79	13	22	17	7	6	10
3830406C13Rik	745	116	258	366	93	65	56
3830408C21Rik	8	8	0	0	0	3	2
3830417A13Rik	5	0	0	0	0	0	0
3830432H09Rik	0	0	1	1	1	0	0
3930402G23Rik	112	8	43	75	2	1	4
4430402I18Rik	41	9	29	26	8	0	0
4631405J19Rik	0	0	1	0	0	1	1
4632404H12Rik	41	11	14	21	7	8	8
4632404M16Rik	2	0	0	0	0	0	0
4632411P08Rik	9	0	7	4	0	0	0
4632427E13Rik	678	210	0	0	0	99	50
4632428C04Rik	1	1	3	1	0	1	2
4632433K11Rik	0	0	0	0	0	0	0
4731419I09Rik	2	0	1	3	1	0	2
4732414G09Rik	16	1	6	4	0	0	0
4732419C18Rik	4	2	14	3	1	0	0
4732440D04Rik	95	30	54	51	21	18	7
4732463B04Rik	10	2	14	8	1	3	0
4732465J04Rik	2	0	22	47	4	8	1
4732471J01Rik	7	2	100	98	35	11	15
4732487G21Rik	1	0	3	2	0	0	0
4732490B19Rik	0	0	4	1	0	0	1
4732491K20Rik	40	8	14	27	8	3	5
4732496C06Rik	2	1	7	4	5	3	1
4831440D22Rik	11	0	16	22	4	2	0
4833403J16Rik	6	2	3	4	4	1	1
4833405L11Rik	0	0	0	0	0	0	0
4833407H14Rik	14	1	11	14	4	1	3
4833408A19Rik	81	4	0	0	0	3	2
4833411C07Rik	54	4	0	0	0	0	1
4833412C05Rik	4	1	2	12	0	0	0
4833413E03Rik	0	0	1	0	0	0	0
4833413G10Rik	21	9	6	8	4	0	1
4833415N18Rik	1	1	0	0	0	0	0
4833417C18Rik	36	2	0	0	0	2	3
4833418N02Rik	107	15	111	105	11	5	4
4833419F23Rik	48	10	0	0	0	9	3
4833419O12Rik	0	0	0	0	0	0	0
4833420G17Rik	594	139	446	365	119	94	63
4833422C13Rik	365	10	312	506	64	9	38
4833422M21Rik	0	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0	0
4833427F10Rik	0	0	65	45	1	1	5
4833427G06Rik	2	0	10	22	1	0	0
4833428L15Rik	0	0	0	0	0	0	0
4833438C02Rik	163	16	0	0	0	13	10
4833439L19Rik	1059	94	614	831	152	59	47
4833445I07Rik	41	4	24	38	9	2	0
4921501I09Rik	0	0	1	3	0	0	0
4921504A21Rik	29	11	54	77	26	17	25
4921504E06Rik	0	0	1	1	0	0	1
4921507G05Rik	0	0	0	0	0	1	0
4921507P07Rik	3	2	3	1	2	1	1
4921508D12Rik	2	0	0	0	1	0	0
4921509A06Rik	1	0	1	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0
4921509O07Rik	0	0	2	2	0	0	0
4921511C10Rik	0	0	138	75	18	13	6
4921511C20Rik	0	0	0	0	0	0	0
4921511I17Rik	0	0	6	7	4	0	1
4921511M17Rik	0	0	0	0	0	0	0
4921513I03Rik	3	0	12	10	2	0	0
4921513I08Rik	0	0	0	0	0	0	0
4921514A10Rik	3	0	2	1	0	0	0
4921515E04Rik	0	0	0	0	0	0	0
4921515L22Rik	0	0	0	0	0	0	0
4921516A02Rik	7	0	79	75	2	0	1
4921517D16Rik	1	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	1	0	0
4921520N01Rik	0	0	0	0	0	0	0
4921521D15Rik	0	0	0	0	0	0	0
4921522A10Rik	0	0	0	0	0	0	0
4921522P10Rik	0	0	0	2	0	0	0
4921523L03Rik	1	0	3	0	0	0	0
4921524J17Rik	1353	114	1312	1154	154	92	87
4921524L21Rik	0	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0	0
4921529L05Rik	0	0	0	0	0	0	0
4921531C22Rik	133	12	0	0	0	6	4
4921531P14Rik	0	0	0	0	0	0	0
4921534H16Rik	0	0	1	0	0	0	0
4921536K21Rik	2	1	10	18	2	0	0
4921539E11Rik	0	0	1	1	1	0	0
4921539H07Rik	6	0	10	9	0	1	0
4922502D21Rik	0	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0	0
4930401A07Rik	0	0	0	0	0	0	0
4930401C15Rik	0	0	3	3	1	0	0
4930401G09Rik	2	0	0	2	0	0	0
4930401O10Rik	0	0	0	0	0	0	0
4930401O12Rik	0	0	1	0	0	0	0
4930402C01Rik	0	0	0	0	0	0	0
4930402D18Rik	0	0	0	0	0	0	0
4930402F06Rik	0	0	10	7	0	0	0
4930402F11Rik	0	0	0	0	0	0	0
4930402H24Rik	974	168	1153	1280	454	0	0
4930402K13Rik	0	0	0	0	0	0	0
4930403D09Rik	0	0	1	1	0	0	0
4930403P22Rik	6	0	51	39	1	1	0
4930404A05Rik	0	0	0	0	0	0	0
4930404A12Rik	2	0	1	0	0	0	0
4930404H11Rik	5	12	5	20	22	0	0
4930404H24Rik	0	0	0	0	0	0	0
4930404I05Rik	1	0	0	0	0	1	0
4930404I20Rik	0	0	0	0	0	0	0
4930404K13Rik	0	0	0	0	0	0	0
4930404N11Rik	14	5	19	26	3	0	0
4930404O17Rik	0	0	0	0	1	0	0
4930405A10Rik	4	0	9	6	0	2	2
4930405A21Rik	6	0	0	0	0	4	0
4930405D01Rik	0	0	0	0	0	0	0
4930405D11Rik	0	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0	0
4930405O22Rik	2	1	0	0	0	2	0
4930406D18Rik	0	0	0	0	0	1	0
4930407G08Rik	0	0	0	0	0	0	0
4930407I10Rik	0	0	1	0	0	0	0
4930407I19Rik	0	0	1	0	0	0	0
4930408K08Rik	0	0	0	0	0	0	0
4930408O17Rik	0	0	0	0	0	0	0
4930412B13Rik	0	0	5	1	0	0	0
4930412C18Rik	13	11	0	0	0	2	1
4930412E21Rik	0	0	0	1	0	0	0
4930412F09Rik	1	0	0	2	0	0	0
4930412L05Rik	0	0	0	0	0	0	0
4930412M03Rik	1	1	1	4	0	0	0
4930412O13Rik	0	0	0	0	0	0	0
4930413E15Rik	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	2	1	0	0
4930414F18Rik	0	0	0	0	0	0	0
4930414N06Rik	0	0	0	0	0	4	3
4930415C11Rik	0	0	1	1	1	0	0
4930415L06Rik	0	0	0	0	0	0	0
4930415O20Rik	4	0	30	20	4	0	0
4930417H01Rik	9	1	0	0	0	0	4
4930417O13Rik	0	1	0	0	0	2	0
4930417O22Rik	0	0	0	0	0	0	0
4930419G24Rik	0	0	2	1	0	0	2
4930420G21Rik	0	0	0	0	0	0	0
4930422C21Rik	0	0	0	0	0	0	0
4930422I22Rik	2	0	0	0	0	0	0
4930422M22Rik	0	0	0	0	0	1	0
4930423D22Rik	1	0	0	0	0	0	0
4930423D24Rik	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0
4930425P05Rik	16	11	17	20	22	2	1
4930426D05Rik	0	2	0	0	0	0	0
4930426I24Rik	18	6	19	9	2	1	1
4930426L09Rik	12	1	4	9	0	0	1
4930428D20Rik	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0
4930428N03Rik	1	0	0	2	0	1	0
4930428O21Rik	0	0	1	1	0	0	0
4930429C20Rik	0	0	0	0	0	0	0
4930429D17Rik	1	0	4	1	1	0	1
4930429F24Rik	2	0	7	8	2	0	0
4930429H19Rik	0	0	0	0	0	0	0
4930429P21Rik	0	0	0	0	0	0	0
4930430A15Rik	0	0	1	0	0	0	0
4930430E12Rik	9	0	61	122	2	6	0
4930430F08Rik	81	22	57	131	22	14	17
4930430F21Rik	0	0	5	1	0	0	0
4930430O22Rik	0	0	0	0	0	0	0
4930431F10Rik	0	0	0	0	0	0	0
4930431F12Rik	1	0	0	1	0	0	0
4930431L21Rik	0	0	0	0	0	0	0
4930431P03Rik	3	2	0	0	0	2	3
4930431P22Rik	1	0	4	4	0	0	1
4930432B10Rik	3	0	0	0	0	0	0
4930432H08Rik	0	0	0	0	0	0	0
4930432J09Rik	1	0	0	1	0	0	0
4930432K21Rik	9	0	5	7	1	0	0
4930432L08Rik	0	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0	0
4930432O09Rik	0	0	0	0	0	0	0
4930433B08Rik	0	0	0	1	0	0	0
4930433E05Rik	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0
4930433J02Rik	0	0	0	0	0	0	0
4930433N12Rik	0	1	0	0	0	0	1
4930434B07Rik	0	0	0	0	0	0	0
4930434F21Rik	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0
4930434O05Rik	0	0	0	0	0	0	0
4930435F18Rik	1	0	66	88	0	0	0
4930435M08Rik	0	0	0	0	0	0	0
4930437M23Rik	0	0	0	0	0	0	0
4930438A08Rik	0	0	2	2	0	0	0
4930438E09Rik	0	0	9	75	24	0	0
4930439A04Rik	0	0	0	0	0	0	0
4930439D14Rik	2	0	1	0	1	0	0
4930440C22Rik	0	0	0	0	0	0	0
4930440I19Rik	1	0	3	0	0	0	0
4930441H08Rik	0	0	0	0	0	0	0
4930441J16Rik	0	0	6	2	1	0	1
4930442G10Rik	0	0	0	0	0	0	0
4930442G15Rik	0	0	0	1	0	0	0
4930442J19Rik	0	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0	0
4930443O20Rik	2	0	0	0	0	0	0
4930444A19Rik	1	0	134	89	17	11	16
4930444E06Rik	0	0	0	0	0	0	0
4930444F02Rik	0	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0	0
4930444P10Rik	3	0	5	13	1	0	0
4930445B16Rik	0	0	0	0	0	0	0
4930445E18Rik	0	1	37	20	0	0	0
4930445N06Rik	0	0	0	0	0	0	0
4930445N08Rik	0	0	1	0	0	0	0
4930445N18Rik	5	1	4	5	0	0	0
4930447A16Rik	0	0	4	0	0	0	0
4930447C04Rik	7	2	4	18	2	0	1
4930447F04Rik	0	0	0	0	0	0	0
4930447F24Rik	15	2	0	0	0	0	2
4930447J18Rik	0	0	1	0	0	0	0
4930447K03Rik	2	0	0	0	0	2	0
4930447M23Rik	0	0	0	0	1	0	0
4930447N08Rik	7	0	0	0	0	0	1
4930448A20Rik	0	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0
4930448D08Rik	0	0	1	1	0	0	0
4930448E22Rik	18	1	0	0	0	0	0
4930448F12Rik	0	0	0	1	0	0	0
4930448H16Rik	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0
4930448I18Rik	1	0	2	0	0	0	0
4930449C09Rik	0	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0
4930451E10Rik	0	0	0	0	0	0	0
4930451I11Rik	0	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0	0
4930452B06Rik	2	0	5	1	1	0	0
4930452G13Rik	0	0	0	0	0	0	0
4930452L12Rik	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0
4930453C13Rik	2	1	2	2	1	0	0
4930453H23Rik	0	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0	0
4930453N24Rik	904	84	506	611	102	77	74
4930453O03Rik	0	0	0	0	0	0	0
4930455B14Rik	0	0	0	0	0	0	0
4930455C13Rik	0	0	19	24	10	1	4
4930455G09Rik	23	0	24	26	1	8	3
4930455H04Rik	0	0	5	1	0	0	1
4930455J16Rik	0	0	1	0	0	0	0
4930455M05Rik	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	1	0	0
4930458A03Rik	0	0	0	0	0	0	0
4930458B22Rik	1	0	0	0	0	0	0
4930458D05Rik	11	5	15	4	7	1	0
4930458K08Rik	0	0	0	0	0	0	0
4930459C07Rik	1	0	6	3	0	0	0
4930459L07Rik	0	0	0	0	0	0	0
4930461C15Rik	1	0	0	0	1	0	0
4930461G14Rik	37	3	6	2	0	1	3
4930463O16Rik	0	0	10	2	0	0	2
4930465I24Rik	0	0	0	0	0	0	1
4930465K09Rik	0	0	2	3	1	0	0
4930465M20Rik	0	0	0	0	0	0	0
4930466I24Rik	1	0	0	0	0	0	0
4930467D21Rik	1	0	4	1	3	0	14
4930467E23Rik	1	1	0	0	0	0	0
4930467J12Rik	0	0	0	0	0	0	0
4930467K11Rik	0	1	3	1	1	0	0
4930469B13Rik	0	0	1	0	0	0	0
4930469K13Rik	0	1	12	15	7	3	0
4930470G03Rik	3	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0
4930471C04Rik	0	0	1	1	0	0	0
4930471C06Rik	0	0	0	0	0	0	0
4930471D02Rik	0	0	0	0	0	0	0
4930471E15Rik	0	0	0	0	0	0	0
4930471E19Rik	5	2	13	9	0	0	1
4930471G03Rik	2	0	0	0	0	0	0
4930471G24Rik	1	2	1	0	0	0	1
4930471L23Rik	0	1	0	0	0	0	0
4930473A02Rik	0	0	29	35	8	0	1
4930473D10Rik	0	0	0	1	0	0	0
4930473H19Rik	1	0	2	0	0	0	0
4930473O22Rik	0	0	0	0	0	0	0
4930474H06Rik	7	0	0	0	0	1	0
4930474H20Rik	0	0	1	0	0	0	0
4930474M22Rik	0	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0	0
4930474N09Rik	0	0	2	0	0	0	0
4930477E14Rik	0	0	0	0	0	0	0
4930477G07Rik	0	0	0	3	1	2	0
4930477N07Rik	0	0	0	0	0	0	0
4930478E11Rik	0	0	0	0	0	0	0
4930478K11Rik	0	0	4	15	4	0	2
4930478L05Rik	1	0	0	0	0	0	0
4930478M13Rik	1	1	0	0	0	1	0
4930478P22Rik	0	0	0	0	0	0	0
4930479D17Rik	0	0	5	5	0	0	0
4930479H17Rik	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0	0
4930480M12Rik	0	0	0	0	0	0	0
4930481A15Rik	68	23	41	61	27	3	5
4930481B07Rik	16	2	0	0	0	2	1
4930483J18Rik	1	1	0	0	0	0	0
4930483K19Rik	0	0	1	5	0	0	0
4930483O08Rik	0	1	1	1	0	0	0
4930483P17Rik	0	0	0	0	0	0	0
4930484H19Rik	0	0	1	0	0	0	0
4930484I04Rik	2	0	0	0	0	2	0
4930486F22Rik	0	0	0	2	0	0	0
4930486I03Rik	0	0	0	0	0	1	0
4930486L24Rik	72	12	0	2	0	3	4
4930487D11Rik	1	0	0	0	0	0	0
4930488B22Rik	0	0	0	0	0	0	0
4930488L21Rik	1	0	0	0	2	0	0
4930488N15Rik	1	0	1	3	0	0	2
4930500A05Rik	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0
4930500F10Rik	5	2	1	5	1	1	0
4930500H12Rik	0	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0	0
4930500M09Rik	1	1	2	0	1	0	0
4930502A04Rik	0	0	0	0	0	0	0
4930502E09Rik	3	0	0	0	0	2	1
4930502E18Rik	4	0	2	0	0	0	0
4930503B20Rik	3	0	0	5	0	0	0
4930503E14Rik	0	0	1	0	0	0	0
4930503F20Rik	0	0	0	0	0	0	0
4930503L19Rik	244	38	155	226	57	18	19
4930503O07Rik	0	0	0	0	1	0	0
4930504C09Rik	0	0	0	0	0	0	0
4930504D19Rik	0	0	0	0	0	0	0
4930505A04Rik	8	0	14	10	2	0	0
4930505G20Rik	0	0	0	0	0	0	0
4930505K13Rik	0	0	3	0	0	0	0
4930505K14Rik	0	0	0	2	0	0	0
4930505M18Rik	0	0	0	0	0	0	0
4930505N22Rik	2	0	17	16	2	2	1
